,iteration,vote_uncertain_sampling,sampling_entropy,vote_disagreement,random_choice,SVC_poly,RandomForestClassifier,SVC_rbf,GaussianPC,GaussianNB,MLPClassifier
13,13,0.35714285714285715,0.3392857142857143,0.30357142857142855,0.26785714285714285,0.3392857142857143,0.44642857142857145,0.16071428571428573,0.23214285714285715,0.35714285714285715,0.35714285714285715
14,14,0.39285714285714285,0.39285714285714285,0.30357142857142855,0.26785714285714285,0.26785714285714285,0.4107142857142857,0.25,0.25,0.375,0.35714285714285715
15,15,0.4107142857142857,0.35714285714285715,0.32142857142857145,0.26785714285714285,0.2857142857142857,0.35714285714285715,0.25,0.23214285714285715,0.375,0.375
16,16,0.4107142857142857,0.375,0.35714285714285715,0.2857142857142857,0.25,0.39285714285714285,0.25,0.23214285714285715,0.375,0.4107142857142857
17,17,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.25,0.19642857142857142,0.375,0.4107142857142857
18,18,0.39285714285714285,0.35714285714285715,0.39285714285714285,0.35714285714285715,0.21428571428571427,0.4107142857142857,0.2857142857142857,0.19642857142857142,0.375,0.4107142857142857
19,19,0.4107142857142857,0.3392857142857143,0.4107142857142857,0.3392857142857143,0.21428571428571427,0.48214285714285715,0.32142857142857145,0.19642857142857142,0.375,0.39285714285714285
20,20,0.42857142857142855,0.3392857142857143,0.39285714285714285,0.35714285714285715,0.26785714285714285,0.42857142857142855,0.32142857142857145,0.19642857142857142,0.375,0.375
21,21,0.42857142857142855,0.3392857142857143,0.44642857142857145,0.375,0.26785714285714285,0.44642857142857145,0.3392857142857143,0.19642857142857142,0.375,0.375
22,22,0.42857142857142855,0.3392857142857143,0.4642857142857143,0.375,0.26785714285714285,0.48214285714285715,0.32142857142857145,0.23214285714285715,0.375,0.4642857142857143
23,23,0.44642857142857145,0.3392857142857143,0.4642857142857143,0.42857142857142855,0.25,0.5,0.39285714285714285,0.23214285714285715,0.375,0.42857142857142855
24,24,0.44642857142857145,0.3392857142857143,0.48214285714285715,0.42857142857142855,0.25,0.5178571428571429,0.39285714285714285,0.26785714285714285,0.375,0.44642857142857145
25,25,0.4642857142857143,0.3392857142857143,0.4642857142857143,0.4107142857142857,0.25,0.48214285714285715,0.39285714285714285,0.26785714285714285,0.375,0.42857142857142855
26,26,0.44642857142857145,0.35714285714285715,0.4642857142857143,0.4107142857142857,0.26785714285714285,0.48214285714285715,0.39285714285714285,0.26785714285714285,0.39285714285714285,0.48214285714285715
27,27,0.4642857142857143,0.35714285714285715,0.4642857142857143,0.375,0.26785714285714285,0.5,0.44642857142857145,0.26785714285714285,0.39285714285714285,0.48214285714285715
28,28,0.44642857142857145,0.375,0.4642857142857143,0.375,0.26785714285714285,0.42857142857142855,0.4642857142857143,0.26785714285714285,0.39285714285714285,0.48214285714285715
29,29,0.48214285714285715,0.375,0.48214285714285715,0.39285714285714285,0.26785714285714285,0.5178571428571429,0.48214285714285715,0.23214285714285715,0.39285714285714285,0.5535714285714286
30,30,0.48214285714285715,0.39285714285714285,0.4642857142857143,0.35714285714285715,0.26785714285714285,0.44642857142857145,0.44642857142857145,0.21428571428571427,0.375,0.5357142857142857
31,31,0.48214285714285715,0.42857142857142855,0.5,0.35714285714285715,0.26785714285714285,0.48214285714285715,0.42857142857142855,0.21428571428571427,0.39285714285714285,0.5357142857142857
32,32,0.5,0.4642857142857143,0.4642857142857143,0.35714285714285715,0.26785714285714285,0.5178571428571429,0.375,0.21428571428571427,0.39285714285714285,0.5714285714285714
33,33,0.5,0.4642857142857143,0.48214285714285715,0.35714285714285715,0.2857142857142857,0.5,0.375,0.23214285714285715,0.375,0.5892857142857143
34,34,0.5178571428571429,0.4642857142857143,0.48214285714285715,0.39285714285714285,0.32142857142857145,0.48214285714285715,0.39285714285714285,0.25,0.39285714285714285,0.5714285714285714
35,35,0.5357142857142857,0.42857142857142855,0.4642857142857143,0.42857142857142855,0.32142857142857145,0.5,0.39285714285714285,0.23214285714285715,0.4107142857142857,0.5892857142857143
36,36,0.5357142857142857,0.4642857142857143,0.48214285714285715,0.44642857142857145,0.32142857142857145,0.48214285714285715,0.39285714285714285,0.23214285714285715,0.4107142857142857,0.5357142857142857
37,37,0.5357142857142857,0.4642857142857143,0.4642857142857143,0.5,0.32142857142857145,0.5,0.375,0.23214285714285715,0.375,0.5714285714285714
38,38,0.5357142857142857,0.48214285714285715,0.4642857142857143,0.48214285714285715,0.3392857142857143,0.5,0.39285714285714285,0.25,0.375,0.5892857142857143
39,39,0.5357142857142857,0.5178571428571429,0.4642857142857143,0.42857142857142855,0.3392857142857143,0.5535714285714286,0.39285714285714285,0.25,0.39285714285714285,0.5714285714285714
40,40,0.5357142857142857,0.5535714285714286,0.4642857142857143,0.39285714285714285,0.32142857142857145,0.5178571428571429,0.3392857142857143,0.25,0.375,0.5535714285714286
41,41,0.5357142857142857,0.5178571428571429,0.5,0.39285714285714285,0.32142857142857145,0.48214285714285715,0.3392857142857143,0.25,0.39285714285714285,0.5535714285714286
42,42,0.5357142857142857,0.5,0.5178571428571429,0.44642857142857145,0.32142857142857145,0.5714285714285714,0.3392857142857143,0.19642857142857142,0.39285714285714285,0.5892857142857143
43,43,0.5357142857142857,0.5,0.5178571428571429,0.4642857142857143,0.3392857142857143,0.5892857142857143,0.3392857142857143,0.19642857142857142,0.39285714285714285,0.6071428571428571
44,44,0.5178571428571429,0.5,0.5178571428571429,0.44642857142857145,0.375,0.5178571428571429,0.3392857142857143,0.23214285714285715,0.4107142857142857,0.5357142857142857
45,45,0.5,0.48214285714285715,0.5178571428571429,0.44642857142857145,0.375,0.44642857142857145,0.35714285714285715,0.23214285714285715,0.42857142857142855,0.5535714285714286
46,46,0.5,0.48214285714285715,0.5535714285714286,0.44642857142857145,0.35714285714285715,0.39285714285714285,0.3392857142857143,0.23214285714285715,0.42857142857142855,0.5714285714285714
47,47,0.48214285714285715,0.48214285714285715,0.5535714285714286,0.42857142857142855,0.35714285714285715,0.5,0.4107142857142857,0.23214285714285715,0.42857142857142855,0.5535714285714286
48,48,0.5,0.5,0.5535714285714286,0.44642857142857145,0.35714285714285715,0.48214285714285715,0.42857142857142855,0.25,0.42857142857142855,0.6071428571428571
49,49,0.5178571428571429,0.5,0.5178571428571429,0.44642857142857145,0.35714285714285715,0.48214285714285715,0.42857142857142855,0.25,0.44642857142857145,0.6071428571428571
50,50,0.5178571428571429,0.48214285714285715,0.5178571428571429,0.5,0.35714285714285715,0.5357142857142857,0.42857142857142855,0.25,0.44642857142857145,0.5714285714285714
51,51,0.5178571428571429,0.48214285714285715,0.5357142857142857,0.48214285714285715,0.35714285714285715,0.5178571428571429,0.44642857142857145,0.2857142857142857,0.39285714285714285,0.625
52,52,0.5357142857142857,0.4642857142857143,0.5,0.48214285714285715,0.3392857142857143,0.48214285714285715,0.4642857142857143,0.2857142857142857,0.42857142857142855,0.6428571428571429
53,53,0.5357142857142857,0.4642857142857143,0.5178571428571429,0.48214285714285715,0.375,0.5535714285714286,0.44642857142857145,0.32142857142857145,0.42857142857142855,0.5892857142857143
54,54,0.5357142857142857,0.5,0.5,0.5,0.375,0.5892857142857143,0.4642857142857143,0.35714285714285715,0.39285714285714285,0.6071428571428571
55,55,0.5714285714285714,0.5,0.5,0.5,0.39285714285714285,0.5892857142857143,0.4642857142857143,0.4107142857142857,0.39285714285714285,0.6071428571428571
56,56,0.5535714285714286,0.5178571428571429,0.5178571428571429,0.5,0.39285714285714285,0.5892857142857143,0.5,0.42857142857142855,0.4107142857142857,0.625
57,57,0.5535714285714286,0.5178571428571429,0.5178571428571429,0.5,0.44642857142857145,0.5714285714285714,0.4642857142857143,0.44642857142857145,0.4107142857142857,0.6071428571428571
58,58,0.5714285714285714,0.5,0.5357142857142857,0.48214285714285715,0.4642857142857143,0.5535714285714286,0.44642857142857145,0.44642857142857145,0.42857142857142855,0.5892857142857143
59,59,0.5714285714285714,0.5357142857142857,0.5357142857142857,0.4642857142857143,0.4642857142857143,0.6071428571428571,0.44642857142857145,0.4642857142857143,0.44642857142857145,0.5892857142857143
60,60,0.5714285714285714,0.5178571428571429,0.5,0.48214285714285715,0.48214285714285715,0.5892857142857143,0.5178571428571429,0.42857142857142855,0.42857142857142855,0.6071428571428571
61,61,0.5714285714285714,0.5357142857142857,0.5,0.48214285714285715,0.5,0.625,0.5178571428571429,0.48214285714285715,0.42857142857142855,0.5892857142857143
62,62,0.5714285714285714,0.5357142857142857,0.5,0.48214285714285715,0.5178571428571429,0.5178571428571429,0.5357142857142857,0.5178571428571429,0.4107142857142857,0.5892857142857143
63,63,0.5714285714285714,0.5178571428571429,0.5,0.5357142857142857,0.5535714285714286,0.48214285714285715,0.5357142857142857,0.5357142857142857,0.39285714285714285,0.6428571428571429
64,64,0.5714285714285714,0.5178571428571429,0.48214285714285715,0.5178571428571429,0.5535714285714286,0.5178571428571429,0.5357142857142857,0.5714285714285714,0.39285714285714285,0.625
65,65,0.5892857142857143,0.5178571428571429,0.48214285714285715,0.5357142857142857,0.5178571428571429,0.5535714285714286,0.5357142857142857,0.5178571428571429,0.42857142857142855,0.6428571428571429
66,66,0.5892857142857143,0.5,0.48214285714285715,0.5357142857142857,0.5357142857142857,0.5892857142857143,0.5,0.48214285714285715,0.4107142857142857,0.6607142857142857
67,67,0.5535714285714286,0.5,0.48214285714285715,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.5,0.5357142857142857,0.4107142857142857,0.6785714285714286
68,68,0.5535714285714286,0.5,0.48214285714285715,0.5714285714285714,0.48214285714285715,0.5714285714285714,0.5,0.5535714285714286,0.44642857142857145,0.6428571428571429
69,69,0.6071428571428571,0.48214285714285715,0.5,0.5714285714285714,0.5,0.5892857142857143,0.5,0.5714285714285714,0.44642857142857145,0.6607142857142857
70,70,0.5892857142857143,0.48214285714285715,0.5,0.5178571428571429,0.5178571428571429,0.5892857142857143,0.5,0.5,0.4642857142857143,0.6607142857142857
71,71,0.5892857142857143,0.5,0.5178571428571429,0.5178571428571429,0.5357142857142857,0.5535714285714286,0.5178571428571429,0.5,0.4642857142857143,0.6964285714285714
72,72,0.6071428571428571,0.48214285714285715,0.5178571428571429,0.5,0.5357142857142857,0.5535714285714286,0.5,0.5714285714285714,0.5,0.6785714285714286
73,73,0.5535714285714286,0.4642857142857143,0.5,0.5,0.5357142857142857,0.5357142857142857,0.5178571428571429,0.6071428571428571,0.5178571428571429,0.6607142857142857
74,74,0.5357142857142857,0.48214285714285715,0.5,0.5,0.5714285714285714,0.5,0.5178571428571429,0.625,0.5178571428571429,0.6964285714285714
75,75,0.5714285714285714,0.48214285714285715,0.5,0.5,0.5892857142857143,0.5,0.5357142857142857,0.625,0.5357142857142857,0.7142857142857143
76,76,0.625,0.5,0.5,0.5535714285714286,0.5892857142857143,0.4642857142857143,0.5535714285714286,0.625,0.5535714285714286,0.6964285714285714
77,77,0.6071428571428571,0.5,0.5357142857142857,0.5714285714285714,0.6071428571428571,0.48214285714285715,0.5535714285714286,0.6428571428571429,0.5535714285714286,0.6607142857142857
78,78,0.625,0.5178571428571429,0.5,0.5535714285714286,0.625,0.48214285714285715,0.5357142857142857,0.5714285714285714,0.5714285714285714,0.6428571428571429
79,79,0.5892857142857143,0.5178571428571429,0.5,0.5535714285714286,0.625,0.4642857142857143,0.5178571428571429,0.5714285714285714,0.5714285714285714,0.5714285714285714
80,80,0.625,0.5178571428571429,0.5,0.5535714285714286,0.6428571428571429,0.5535714285714286,0.5178571428571429,0.5714285714285714,0.5714285714285714,0.5892857142857143
81,81,0.6428571428571429,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.6428571428571429,0.5178571428571429,0.5,0.5714285714285714,0.5714285714285714,0.6071428571428571
82,82,0.625,0.5535714285714286,0.5357142857142857,0.5535714285714286,0.6071428571428571,0.5714285714285714,0.44642857142857145,0.5892857142857143,0.5714285714285714,0.625
83,83,0.6428571428571429,0.5714285714285714,0.5178571428571429,0.5178571428571429,0.625,0.5178571428571429,0.44642857142857145,0.6071428571428571,0.5714285714285714,0.625
84,84,0.6607142857142857,0.5892857142857143,0.5178571428571429,0.5357142857142857,0.625,0.5178571428571429,0.5,0.6071428571428571,0.5714285714285714,0.6428571428571429
85,85,0.625,0.5892857142857143,0.5178571428571429,0.5357142857142857,0.625,0.5535714285714286,0.44642857142857145,0.6071428571428571,0.5714285714285714,0.6428571428571429
86,86,0.6428571428571429,0.6071428571428571,0.5178571428571429,0.5357142857142857,0.625,0.5357142857142857,0.44642857142857145,0.6428571428571429,0.5714285714285714,0.6607142857142857
87,87,0.6428571428571429,0.6071428571428571,0.5,0.5535714285714286,0.625,0.5,0.48214285714285715,0.6071428571428571,0.5714285714285714,0.6071428571428571
88,88,0.6428571428571429,0.5714285714285714,0.5,0.5714285714285714,0.6428571428571429,0.5357142857142857,0.4642857142857143,0.625,0.5714285714285714,0.6071428571428571
89,89,0.6785714285714286,0.5892857142857143,0.5,0.5535714285714286,0.6428571428571429,0.6071428571428571,0.48214285714285715,0.6071428571428571,0.5714285714285714,0.6071428571428571
90,90,0.6607142857142857,0.6071428571428571,0.5357142857142857,0.5892857142857143,0.6428571428571429,0.48214285714285715,0.5178571428571429,0.5535714285714286,0.5714285714285714,0.6428571428571429
91,91,0.6964285714285714,0.6071428571428571,0.5178571428571429,0.5892857142857143,0.6428571428571429,0.5178571428571429,0.5357142857142857,0.5892857142857143,0.5714285714285714,0.6607142857142857
92,92,0.6785714285714286,0.5892857142857143,0.48214285714285715,0.5892857142857143,0.625,0.5535714285714286,0.5178571428571429,0.5535714285714286,0.5892857142857143,0.6607142857142857
93,93,0.6607142857142857,0.6071428571428571,0.48214285714285715,0.5892857142857143,0.625,0.5357142857142857,0.5535714285714286,0.5357142857142857,0.5892857142857143,0.5892857142857143
94,94,0.625,0.6428571428571429,0.48214285714285715,0.5892857142857143,0.625,0.6071428571428571,0.5535714285714286,0.5357142857142857,0.5892857142857143,0.6428571428571429
95,95,0.625,0.6428571428571429,0.48214285714285715,0.5892857142857143,0.6428571428571429,0.6071428571428571,0.5535714285714286,0.5535714285714286,0.5892857142857143,0.6428571428571429
96,96,0.625,0.625,0.5,0.6071428571428571,0.6428571428571429,0.48214285714285715,0.5357142857142857,0.5535714285714286,0.5892857142857143,0.6428571428571429
97,97,0.625,0.5892857142857143,0.5,0.6071428571428571,0.625,0.5357142857142857,0.5178571428571429,0.5357142857142857,0.5892857142857143,0.6785714285714286
98,98,0.625,0.6071428571428571,0.48214285714285715,0.5892857142857143,0.625,0.5714285714285714,0.5,0.5357142857142857,0.5892857142857143,0.6964285714285714
99,99,0.6428571428571429,0.625,0.5535714285714286,0.5892857142857143,0.625,0.5178571428571429,0.5,0.5357142857142857,0.5892857142857143,0.7142857142857143
100,100,0.6428571428571429,0.6071428571428571,0.5714285714285714,0.5892857142857143,0.625,0.5,0.5178571428571429,0.5178571428571429,0.5892857142857143,0.6785714285714286
101,101,0.6428571428571429,0.625,0.5714285714285714,0.625,0.625,0.48214285714285715,0.5357142857142857,0.5714285714285714,0.5892857142857143,0.6785714285714286
102,102,0.625,0.625,0.5892857142857143,0.6428571428571429,0.6071428571428571,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.5892857142857143,0.6428571428571429
103,103,0.6607142857142857,0.625,0.5357142857142857,0.625,0.6071428571428571,0.5535714285714286,0.5357142857142857,0.6071428571428571,0.5714285714285714,0.6785714285714286
104,104,0.6607142857142857,0.6071428571428571,0.6071428571428571,0.625,0.625,0.5892857142857143,0.5535714285714286,0.6071428571428571,0.5535714285714286,0.6785714285714286
105,105,0.6607142857142857,0.6071428571428571,0.5535714285714286,0.6428571428571429,0.5892857142857143,0.5535714285714286,0.5178571428571429,0.6071428571428571,0.5535714285714286,0.6785714285714286
106,106,0.6785714285714286,0.6071428571428571,0.5892857142857143,0.625,0.6071428571428571,0.6071428571428571,0.5178571428571429,0.6071428571428571,0.5714285714285714,0.6785714285714286
107,107,0.6785714285714286,0.5892857142857143,0.5892857142857143,0.6607142857142857,0.6071428571428571,0.5178571428571429,0.5357142857142857,0.6071428571428571,0.5714285714285714,0.6785714285714286
108,108,0.6785714285714286,0.6071428571428571,0.5892857142857143,0.625,0.6071428571428571,0.5535714285714286,0.5357142857142857,0.5892857142857143,0.5714285714285714,0.6964285714285714
109,109,0.6785714285714286,0.5892857142857143,0.5535714285714286,0.6428571428571429,0.625,0.5714285714285714,0.5357142857142857,0.5892857142857143,0.5714285714285714,0.7142857142857143
110,110,0.6964285714285714,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.6071428571428571,0.5357142857142857,0.5357142857142857,0.6071428571428571,0.5714285714285714,0.7142857142857143
111,111,0.6964285714285714,0.5535714285714286,0.5714285714285714,0.6428571428571429,0.6071428571428571,0.5892857142857143,0.5357142857142857,0.6607142857142857,0.5714285714285714,0.6964285714285714
112,112,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.625,0.5535714285714286,0.5357142857142857,0.5535714285714286,0.5892857142857143,0.6964285714285714
113,113,0.6964285714285714,0.5892857142857143,0.5714285714285714,0.6428571428571429,0.625,0.625,0.5357142857142857,0.5535714285714286,0.5714285714285714,0.6785714285714286
114,114,0.6785714285714286,0.5892857142857143,0.6071428571428571,0.6428571428571429,0.5892857142857143,0.5892857142857143,0.5357142857142857,0.5535714285714286,0.5535714285714286,0.6785714285714286
115,115,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6428571428571429,0.5892857142857143,0.5714285714285714,0.5714285714285714,0.5535714285714286,0.5535714285714286,0.6607142857142857
116,116,0.6785714285714286,0.5714285714285714,0.5892857142857143,0.625,0.5892857142857143,0.5892857142857143,0.5714285714285714,0.6071428571428571,0.5535714285714286,0.6785714285714286
117,117,0.6964285714285714,0.6071428571428571,0.625,0.625,0.6071428571428571,0.5357142857142857,0.5714285714285714,0.6071428571428571,0.5535714285714286,0.6785714285714286
118,118,0.6964285714285714,0.5714285714285714,0.6071428571428571,0.6607142857142857,0.6428571428571429,0.5535714285714286,0.5714285714285714,0.5892857142857143,0.5535714285714286,0.6964285714285714
119,119,0.6964285714285714,0.5714285714285714,0.625,0.625,0.6428571428571429,0.6071428571428571,0.5714285714285714,0.5892857142857143,0.5178571428571429,0.7321428571428571
120,120,0.7321428571428571,0.5714285714285714,0.625,0.6428571428571429,0.6428571428571429,0.625,0.5714285714285714,0.5892857142857143,0.5178571428571429,0.7321428571428571
121,121,0.7142857142857143,0.5535714285714286,0.6428571428571429,0.6428571428571429,0.6071428571428571,0.6428571428571429,0.5714285714285714,0.6071428571428571,0.5535714285714286,0.7321428571428571
122,122,0.7142857142857143,0.5714285714285714,0.6071428571428571,0.625,0.6428571428571429,0.5892857142857143,0.5535714285714286,0.625,0.5714285714285714,0.7321428571428571
123,123,0.7142857142857143,0.6071428571428571,0.625,0.6428571428571429,0.6428571428571429,0.5535714285714286,0.5714285714285714,0.625,0.5892857142857143,0.7321428571428571
124,124,0.6964285714285714,0.5892857142857143,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.5892857142857143,0.6785714285714286
125,125,0.6428571428571429,0.5892857142857143,0.5714285714285714,0.6428571428571429,0.625,0.625,0.5357142857142857,0.6428571428571429,0.5714285714285714,0.6964285714285714
126,126,0.6785714285714286,0.5892857142857143,0.5714285714285714,0.625,0.625,0.5178571428571429,0.5357142857142857,0.6428571428571429,0.5714285714285714,0.6964285714285714
127,127,0.6964285714285714,0.5892857142857143,0.5535714285714286,0.625,0.6071428571428571,0.5714285714285714,0.5178571428571429,0.6428571428571429,0.6071428571428571,0.6785714285714286
128,128,0.6785714285714286,0.6071428571428571,0.5892857142857143,0.6428571428571429,0.6071428571428571,0.5357142857142857,0.5357142857142857,0.6428571428571429,0.5892857142857143,0.6785714285714286
129,129,0.6964285714285714,0.5892857142857143,0.5892857142857143,0.6428571428571429,0.6428571428571429,0.5892857142857143,0.5357142857142857,0.6428571428571429,0.625,0.6607142857142857
130,130,0.7142857142857143,0.5714285714285714,0.5535714285714286,0.625,0.6428571428571429,0.5535714285714286,0.5357142857142857,0.6428571428571429,0.6428571428571429,0.6785714285714286
131,131,0.7142857142857143,0.625,0.5714285714285714,0.625,0.6428571428571429,0.5714285714285714,0.5357142857142857,0.6607142857142857,0.6071428571428571,0.6607142857142857
132,132,0.6964285714285714,0.6071428571428571,0.5892857142857143,0.625,0.6428571428571429,0.5892857142857143,0.5357142857142857,0.6607142857142857,0.625,0.6607142857142857
133,133,0.6964285714285714,0.5892857142857143,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.625,0.5535714285714286,0.6071428571428571,0.6071428571428571,0.6785714285714286
134,134,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.625,0.5714285714285714,0.6071428571428571,0.625,0.6964285714285714
135,135,0.6964285714285714,0.6071428571428571,0.5535714285714286,0.6428571428571429,0.625,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6607142857142857
136,136,0.6785714285714286,0.6071428571428571,0.5535714285714286,0.6071428571428571,0.625,0.6071428571428571,0.6071428571428571,0.5892857142857143,0.5892857142857143,0.6428571428571429
137,137,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.625,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.625,0.5892857142857143,0.6428571428571429
138,138,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6428571428571429,0.6071428571428571,0.5892857142857143,0.6071428571428571,0.6071428571428571,0.5892857142857143,0.6428571428571429
139,139,0.6785714285714286,0.6071428571428571,0.5892857142857143,0.625,0.625,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.5892857142857143,0.6428571428571429
140,140,0.6964285714285714,0.6071428571428571,0.5892857142857143,0.6428571428571429,0.6428571428571429,0.625,0.6071428571428571,0.6428571428571429,0.5714285714285714,0.6607142857142857
141,141,0.6785714285714286,0.6071428571428571,0.625,0.5892857142857143,0.6428571428571429,0.6785714285714286,0.6071428571428571,0.625,0.5892857142857143,0.6607142857142857
142,142,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5892857142857143,0.6428571428571429,0.6071428571428571,0.6071428571428571,0.625,0.5892857142857143,0.6428571428571429
143,143,0.6964285714285714,0.6071428571428571,0.5892857142857143,0.5892857142857143,0.625,0.6607142857142857,0.6071428571428571,0.625,0.5892857142857143,0.6428571428571429
144,144,0.7142857142857143,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6607142857142857,0.6428571428571429,0.6071428571428571,0.625,0.5892857142857143,0.6607142857142857
145,145,0.6964285714285714,0.5892857142857143,0.5714285714285714,0.6071428571428571,0.6607142857142857,0.6428571428571429,0.5892857142857143,0.6428571428571429,0.5714285714285714,0.6071428571428571
146,146,0.7142857142857143,0.6071428571428571,0.5892857142857143,0.625,0.6428571428571429,0.625,0.5892857142857143,0.6428571428571429,0.5714285714285714,0.6607142857142857
147,147,0.7142857142857143,0.625,0.5892857142857143,0.6428571428571429,0.6428571428571429,0.5892857142857143,0.5892857142857143,0.6428571428571429,0.5714285714285714,0.6428571428571429
148,148,0.7142857142857143,0.5892857142857143,0.5892857142857143,0.625,0.6428571428571429,0.625,0.625,0.6428571428571429,0.5535714285714286,0.6428571428571429
149,149,0.6785714285714286,0.6071428571428571,0.5892857142857143,0.6428571428571429,0.6428571428571429,0.6607142857142857,0.625,0.6428571428571429,0.5535714285714286,0.6607142857142857
150,150,0.6785714285714286,0.625,0.5892857142857143,0.625,0.6785714285714286,0.6428571428571429,0.6071428571428571,0.6428571428571429,0.5535714285714286,0.6428571428571429
151,151,0.6964285714285714,0.6428571428571429,0.625,0.6428571428571429,0.6607142857142857,0.6071428571428571,0.6071428571428571,0.6428571428571429,0.5535714285714286,0.625
152,152,0.6785714285714286,0.625,0.625,0.625,0.6607142857142857,0.6428571428571429,0.6071428571428571,0.6071428571428571,0.5535714285714286,0.625
153,153,0.7142857142857143,0.6071428571428571,0.6071428571428571,0.625,0.6607142857142857,0.6964285714285714,0.625,0.625,0.5535714285714286,0.625
154,154,0.6964285714285714,0.625,0.6071428571428571,0.625,0.6785714285714286,0.6428571428571429,0.625,0.625,0.5714285714285714,0.625
155,155,0.7321428571428571,0.625,0.625,0.625,0.6964285714285714,0.6607142857142857,0.6071428571428571,0.6428571428571429,0.5714285714285714,0.625
156,156,0.75,0.625,0.6071428571428571,0.625,0.6964285714285714,0.6071428571428571,0.625,0.6428571428571429,0.5892857142857143,0.6428571428571429
157,157,0.7142857142857143,0.625,0.6071428571428571,0.625,0.6964285714285714,0.5892857142857143,0.6071428571428571,0.6428571428571429,0.5892857142857143,0.625
158,158,0.6964285714285714,0.6428571428571429,0.6071428571428571,0.6428571428571429,0.6964285714285714,0.6607142857142857,0.6071428571428571,0.6428571428571429,0.5892857142857143,0.625
159,159,0.6964285714285714,0.6428571428571429,0.625,0.6428571428571429,0.6964285714285714,0.6785714285714286,0.6071428571428571,0.625,0.5892857142857143,0.6071428571428571
160,160,0.7142857142857143,0.625,0.6071428571428571,0.625,0.6785714285714286,0.5892857142857143,0.6071428571428571,0.6071428571428571,0.5892857142857143,0.5892857142857143
161,161,0.6964285714285714,0.625,0.5892857142857143,0.6428571428571429,0.6785714285714286,0.6607142857142857,0.625,0.625,0.5892857142857143,0.5714285714285714
