,First 10,First 25,First 50,100,Last 10,Last 25,Last 50
0,0.012500000000000022,0.022857142857142857,0.05678571428571429,0.07232142857142854,0.023214285714285687,0.024285714285714258,0.08964285714285715
1,0.13392857142857145,0.09642857142857143,0.12142857142857134,0.10428571428571434,0.03750000000000005,0.06500000000000003,0.08821428571428575
2,0.2035714285714286,0.155,0.11571428571428573,0.10946428571428576,0.03750000000000007,0.07285714285714287,0.10357142857142868
3,0.2071428571428572,0.1492857142857142,0.1925,0.14446428571428574,0.023214285714285732,0.046428571428571416,0.09892857142857142
4,0.15357142857142858,0.13285714285714284,0.15928571428571425,0.12875000000000006,0.03928571428571433,0.05857142857142859,0.09928571428571438
5,0.1375,0.12642857142857136,0.13357142857142848,0.1241071428571428,0.042857142857142885,0.07428571428571434,0.11607142857142864
6,0.1732142857142857,0.1371428571428571,0.13714285714285698,0.1060714285714286,0.01428571428571429,0.05357142857142856,0.0771428571428571
7,0.20892857142857146,0.14999999999999994,0.17392857142857132,0.13553571428571426,0.02678571428571432,0.055000000000000035,0.09892857142857152
8,0.11964285714285715,0.0635714285714286,0.06357142857142853,0.07982142857142857,0.04107142857142864,0.07285714285714287,0.09714285714285724
9,0.07857142857142857,0.06999999999999995,0.13857142857142846,0.1175,0.016071428571428615,0.06642857142857149,0.09857142857142856
10,0.11785714285714285,0.11785714285714285,0.1303571428571428,0.10000000000000016,0.03750000000000003,0.05642857142857144,0.07071428571428569
11,0.17500000000000002,0.12285714285714285,0.11,0.0978571428571428,0.04464285714285719,0.07642857142857147,0.0871428571428572
12,0.15,0.10571428571428568,0.1260714285714285,0.11392857142857145,0.030357142857142895,0.06428571428571431,0.1035714285714286
13,0.0857142857142857,0.07357142857142852,0.09464285714285707,0.08928571428571433,0.01428571428571429,0.03999999999999998,0.08499999999999998
14,0.08214285714285711,0.09999999999999996,0.1121428571428571,0.08410714285714281,0.005357142857142871,0.039285714285714285,0.05678571428571427
15,0.1267857142857143,0.060000000000000026,0.10392857142857136,0.10428571428571436,0.053571428571428624,0.08285714285714291,0.10607142857142864
16,0.08392857142857141,0.09214285714285712,0.1192857142857142,0.10035714285714284,0.010714285714285732,0.03857142857142857,0.08357142857142867
17,0.13571428571428573,0.08714285714285712,0.1424999999999999,0.11357142857142866,0.02321428571428572,0.06214285714285715,0.08714285714285715
18,0.1017857142857143,0.07857142857142854,0.10678571428571428,0.09910714285714292,0.005357142857142849,0.034999999999999976,0.09357142857142862
19,0.14821428571428572,0.08928571428571427,0.1117857142857143,0.08464285714285713,0.0107142857142857,0.029999999999999975,0.058571428571428524
20,0.14821428571428572,0.09857142857142856,0.09392857142857136,0.08517857142857138,0.03750000000000005,0.05928571428571429,0.0771428571428571
21,0.007142857142857141,-0.000714285714285714,0.02571428571428573,0.08392857142857146,0.05357142857142859,0.12571428571428567,0.1421428571428572
22,-0.0035714285714285704,0.02071428571428572,0.029642857142857162,0.051428571428571435,0.06071428571428573,0.10642857142857144,0.07250000000000002
23,-0.049999999999999975,-0.06214285714285714,-0.013214285714285713,0.061071428571428575,0.03214285714285716,0.12071428571428565,0.13642857142857145
24,-0.012499999999999994,0.005714285714285734,0.04178571428571428,0.05553571428571427,0.01785714285714285,0.07428571428571425,0.06964285714285715
25,0.005357142857142855,0.015000000000000015,0.018571428571428576,0.03982142857142859,0.021428571428571453,0.09499999999999996,0.06142857142857142
26,0.024999999999999988,0.04142857142857143,0.06464285714285714,0.09035714285714287,0.021428571428571443,0.10071428571428574,0.11678571428571427
27,0.01071428571428571,0.027142857142857142,0.03678571428571427,0.06928571428571426,0.03571428571428573,0.09571428571428577,0.1021428571428572
28,0.0,0.005000000000000016,0.022857142857142857,0.07517857142857143,0.01785714285714285,0.09214285714285712,0.12857142857142856
29,0.04285714285714284,0.06285714285714286,0.08607142857142856,0.10767857142857147,0.03035714285714287,0.10428571428571429,0.13035714285714295
