,First 10,First 25,First 50,100,Last 10,Last 25,Last 50
0,0.10535714285714287,0.03142857142857145,0.031071428571428538,0.07267857142857148,0.12142857142857147,0.11357142857142867,0.11571428571428567
1,0.13035714285714284,0.08285714285714288,0.12178571428571427,0.07821428571428578,0.01964285714285717,4.884981308350689e-17,0.03678571428571432
2,0.2607142857142857,0.2542857142857142,0.2010714285714284,0.09821428571428564,0.010714285714285765,-0.012857142857142824,-0.0032142857142857186
3,0.2500000000000001,0.17857142857142844,0.17035714285714282,0.11160714285714284,0.021428571428571453,0.0057142857142857715,0.05535714285714285
4,0.18571428571428567,0.17357142857142854,0.17214285714285704,0.09267857142857132,0.016071428571428615,0.000714285714285765,0.014999999999999998
5,0.2017857142857143,0.15571428571428567,0.1346428571428571,0.07642857142857147,0.008928571428571475,0.004285714285714333,0.020357142857142872
6,0.15357142857142853,0.08499999999999998,0.0907142857142856,0.04392857142857132,0.02500000000000001,-0.026428571428571457,-0.001785714285714315
7,0.19285714285714284,0.13999999999999993,0.1453571428571428,0.08910714285714277,0.010714285714285765,0.0014285714285714678,0.03464285714285716
8,0.23035714285714284,0.1814285714285714,0.18785714285714286,0.10464285714285712,0.008928571428571475,0.003571428571428625,0.0235714285714286
9,0.2178571428571428,0.19214285714285712,0.15714285714285708,0.08999999999999997,0.017857142857142894,0.002857142857142909,0.024642857142857143
10,0.2303571428571428,0.1585714285714285,0.12499999999999994,0.06142857142857148,0.003571428571428603,-0.01642857142857141,-0.0007142857142857072
11,0.2125,0.13714285714285712,0.12357142857142855,0.07214285714285719,0.017857142857142894,-0.002857142857142812,0.023214285714285684
12,0.23928571428571416,0.20428571428571424,0.19714285714285712,0.12125000000000002,0.017857142857142894,0.0064285714285714545,0.0475
13,0.2125,0.10857142857142857,0.09107142857142857,0.049464285714285766,0.023214285714285732,0.004285714285714324,0.008928571428571454
14,0.18749999999999994,0.1299999999999999,0.15535714285714275,0.0928571428571428,0.016071428571428615,0.0007142857142857737,0.03250000000000003
15,0.2250000000000001,0.15000000000000002,0.15571428571428572,0.09232142857142847,0.017857142857142884,-0.00785714285714283,0.031071428571428594
16,0.20178571428571426,0.13357142857142848,0.13428571428571426,0.07357142857142854,0.021428571428571453,-0.011428571428571416,0.01571428571428568
17,0.2214285714285714,0.12071428571428568,0.1135714285714285,0.07767857142857146,0.021428571428571453,0.007857142857142901,0.04321428571428574
18,0.18928571428571428,0.13714285714285712,0.14392857142857138,0.08124999999999999,0.010714285714285765,2.2204460492503126e-17,0.01999999999999999
19,0.1392857142857143,0.13642857142857134,0.11214285714285707,0.06017857142857135,0.023214285714285732,-0.002142857142857135,0.009285714285714269
20,0.12321428571428568,0.033571428571428516,0.08821428571428562,0.05375,0.016071428571428615,-0.007857142857142833,0.021785714285714297
21,0.04642857142857145,0.05214285714285717,0.05607142857142857,0.09839285714285703,0.041071428571428516,0.1057142857142857,0.1417857142857142
22,0.07321428571428573,0.07785714285714289,0.05857142857142859,0.09285714285714274,0.041071428571428516,0.11714285714285713,0.12892857142857134
23,0.06428571428571432,0.07000000000000002,0.04714285714285717,0.08821428571428569,0.041071428571428516,0.1221428571428571,0.1299999999999999
24,0.046428571428571416,0.07500000000000004,0.08464285714285713,0.11124999999999986,0.041071428571428516,0.11071428571428577,0.14035714285714276
25,0.03392857142857143,0.09571428571428577,0.11250000000000006,0.13964285714285715,0.041071428571428516,0.1321428571428571,0.16892857142857126
26,0.04464285714285713,0.07214285714285718,0.04750000000000002,0.07910714285714282,0.041071428571428516,0.10142857142857148,0.11142857142857136
27,-0.01785714285714285,0.08214285714285717,0.08571428571428573,0.11035714285714278,0.041071428571428516,0.12500000000000006,0.1378571428571427
28,0.044642857142857116,0.049285714285714315,0.06071428571428573,0.10964285714285707,0.041071428571428516,0.10714285714285714,0.1610714285714285
29,-0.016071428571428563,0.05785714285714287,0.1296428571428572,0.14571428571428557,0.041071428571428516,0.10714285714285714,0.16392857142857134
