,First 10,First 25,First 50,100,Last 10,Last 25,Last 50
0,-0.0017857142857142852,-0.053571428571428575,0.019285714285714267,0.03625,0.017857142857142832,0.02428571428571429,0.054642857142857125
1,0.09464285714285714,0.1214285714285714,0.14714285714285705,0.11250000000000013,0.04107142857142858,0.06857142857142859,0.07964285714285711
2,0.1035714285714286,0.060714285714285714,0.09642857142857142,0.08285714285714288,0.01785714285714287,0.04571428571428576,0.07142857142857137
3,0.1785714285714286,0.12785714285714286,0.11857142857142852,0.09750000000000003,0.035714285714285775,0.060714285714285686,0.07749999999999999
4,0.1303571428571429,0.07357142857142854,0.07785714285714279,0.0707142857142857,0.02857142857142865,0.05142857142857146,0.06428571428571428
5,0.11964285714285712,0.05142857142857142,0.0789285714285714,0.06464285714285714,0.01964285714285715,0.034285714285714274,0.0510714285714285
6,0.17500000000000002,0.1464285714285714,0.15214285714285708,0.12267857142857146,0.030357142857142905,0.06642857142857146,0.09428571428571436
7,0.09107142857142858,0.11214285714285713,0.14142857142857135,0.12375000000000005,0.0714285714285715,0.0957142857142857,0.10821428571428572
8,0.15535714285714286,0.11714285714285715,0.10607142857142854,0.08232142857142855,0.021428571428571474,0.03785714285714285,0.0596428571428571
9,0.09107142857142857,0.065,0.061428571428571374,0.07357142857142858,0.05000000000000007,0.08071428571428572,0.08607142857142862
10,0.11249999999999998,0.058571428571428566,0.1174999999999999,0.10750000000000004,0.01964285714285715,0.05000000000000004,0.10000000000000002
11,0.05357142857142858,0.03642857142857142,0.11357142857142855,0.0976785714285714,0.042857142857142864,0.07428571428571426,0.08321428571428571
12,0.06785714285714288,0.04928571428571429,0.10464285714285712,0.1048214285714286,0.05892857142857145,0.08357142857142857,0.10750000000000008
13,0.2357142857142857,0.17285714285714285,0.1539285714285714,0.13250000000000006,0.06250000000000004,0.08142857142857146,0.11250000000000007
14,0.07857142857142857,0.0928571428571428,0.11357142857142848,0.12410714285714285,0.07500000000000002,0.0921428571428572,0.13714285714285726
15,0.08750000000000002,0.09071428571428568,0.10749999999999993,0.0946428571428572,0.028571428571428588,0.06571428571428575,0.08321428571428574
16,0.12142857142857146,0.08428571428571427,0.09214285714285707,0.0880357142857143,0.007142857142857141,0.05071428571428573,0.08535714285714288
17,0.16785714285714287,0.11214285714285713,0.09857142857142856,0.09571428571428572,0.06250000000000007,0.0921428571428572,0.09321428571428578
18,0.12142857142857146,0.07785714285714282,0.1021428571428571,0.08767857142857144,0.026785714285714347,0.04571428571428573,0.07428571428571425
19,0.12678571428571433,0.15142857142857147,0.17464285714285716,0.13660714285714293,0.0589285714285715,0.08214285714285717,0.10035714285714294
20,0.09285714285714287,0.04714285714285715,0.06535714285714278,0.06607142857142856,0.03928571428571433,0.06285714285714286,0.06749999999999998
21,0.030357142857142843,0.06,0.06607142857142856,0.0648214285714286,0.02500000000000001,0.09285714285714283,0.06321428571428572
22,0.08571428571428573,0.09571428571428572,0.07464285714285712,0.08357142857142857,0.030357142857142836,0.10357142857142858,0.09321428571428564
23,0.01785714285714285,0.06142857142857142,0.08857142857142858,0.10660714285714294,0.01785714285714286,0.09928571428571427,0.12535714285714292
24,0.048214285714285696,0.042857142857142885,0.057857142857142864,0.09339285714285717,0.005357142857142894,0.09928571428571427,0.13000000000000012
25,0.041071428571428564,0.07785714285714287,0.11035714285714283,0.1060714285714286,0.04464285714285715,0.09428571428571426,0.10321428571428573
26,0.03392857142857141,0.08428571428571427,0.1007142857142857,0.11017857142857146,0.05357142857142856,0.11357142857142855,0.11964285714285708
27,0.03392857142857141,0.06642857142857145,0.10857142857142854,0.11285714285714285,0.042857142857142864,0.09214285714285712,0.11821428571428573
28,0.051785714285714254,0.09357142857142854,0.07464285714285711,0.08285714285714288,0.01607142857142856,0.07000000000000008,0.09142857142857144
29,0.06249999999999998,0.05357142857142858,0.10214285714285719,0.11428571428571425,0.014285714285714268,0.09285714285714289,0.1275
